,name,address,lat,lon,coordinates,rating
10001,Jeju Kitchen,Jeju Kitchen - Tampines One,1.3539236,103.94519126,"[1.3539236, 103.94519126]",4.2
10002,Bath Bomb Flings,Bath Bomb Flings - 1 Ubi View,1.331867,103.89762793259712,"[1.331867, 103.89762793259712]",4.7
10003,Kabe No Ana,Kabe No Ana - NEX,1.3508639714285713,103.8719433,"[1.3508639714285713, 103.8719433]",4.1
10004,Sake Inn,Sake Inn - Gordon Warehouse Building,1.337630016922886,103.89737489615383,"[1.337630016922886, 103.89737489615383]",5.0
10005,LiHO Tea,LiHO Tea - Eastpoint Mall #01-K1,1.3425324,103.953466,"[1.3425324, 103.953466]",4.7
10006,Good Bites,Good Bites - Bishan Sports Hall,1.3553396,103.85131042,"[1.3553396, 103.85131042]",4.0
10007,29 Singapore Chicken Rice,29 Singapore Chicken Rice - Aljunied Ave 2 [Stall 29],1.3207725,103.8867142,"[1.3207725, 103.8867142]",3.5
10008,Shabu Tontei,Shabu Tontei - NEX,1.3508509,103.8721805,"[1.3508509, 103.8721805]",3.8
10009,GNC,GNC - Changi City Point,1.3344747662497003,103.96252524,"[1.3344747662497003, 103.96252524]",5.0
10010,Hong Kong Street Chun Tat Kee,Hong Kong Street Chun Tat Kee - Teck Ghee Court,1.3644601,103.84900222819805,"[1.3644601, 103.84900222819805]",4.4
10011,Seorae Korean Charcoal BBQ,Seorae Korean Charcoal BBQ - Nex,1.35092652488753,103.872920877258,"[1.35092652488753, 103.872920877258]",
10012,Casco Publications,Casco Publications - Paya Ubi Industrial Park,1.32557473912334,103.895771607681,"[1.32557473912334, 103.895771607681]",
10013,Ling Jie Kampong Delights,Ling Jie Kampong Delights - Tampines Street 12,1.3495085666666666,103.9453766,"[1.3495085666666666, 103.9453766]",4.0
10014,Toast Box,Toast Box - Changi City Point,1.3345551,103.9626056,"[1.3345551, 103.9626056]",4.2
10015,Tim Ho Wan,Tim Ho Wan - Tai Seng Street,1.3358847093080708,103.88881059136776,"[1.3358847093080708, 103.88881059136776]",4.5
10016,Canadian Pizza,Canadian Pizza - Teck Ghee Court,1.3650158,103.84895855,"[1.3650158, 103.84895855]",4.0
10017,S.K. Minimart,S.K. Minimart - Mayflower Shopping & Food Centre,1.3752122844202432,103.83923009319408,"[1.3752122844202432, 103.83923009319408]",4.4
10018,Liho Tea,LiHO Tea - Tai Seng Street,1.3360538233810928,103.88893870522406,"[1.3360538233810928, 103.88893870522406]",4.5
10019,M.A.D Kitchen,M.A.D Kitchen - Macpherson Residency,1.329121980209231,103.887972585,"[1.329121980209231, 103.887972585]",4.3
10020,Shan Dong Cai Guan,Shan Dong Cai Guan - Macpherson Road,1.3324139519694569,103.88433804873632,"[1.3324139519694569, 103.88433804873632]",3.7
10021,Thai Mak Mak,Thai Mak Mak - Aljunied Ave 2,1.319911,103.886095,"[1.319911, 103.886095]",3.5
10022,Rocky Master,Rocky Master - Tai Seng Street,1.3361337,103.8893200064241,"[1.3361337, 103.8893200064241]",4.3
10023,Ding Ji,Ding Ji - Bidadari Park Drive,1.3342443,103.8707978,"[1.3342443, 103.8707978]",3.7
10024,Maanda Thai,Maanda Thai - Geylang East Ave,1.319362225,103.8904451,"[1.319362225, 103.8904451]",4.0
10025,Lian Xi Fragrant Hot Pot,Lian Xi Fragrant Hot Pot - D' Lithium,1.3371938,103.8852554,"[1.3371938, 103.8852554]",3.7
10026,Qile Boneless Chicken Rice,Qile Boneless Chicken Rice - Big Mac Centre,1.3692259736004528,103.8473705,"[1.3692259736004528, 103.8473705]",4.1
10027,Chang Long Fish Head Steamboat,Chang Long Fish Head Steamboat - Ubi Road 1,1.3307531,103.8943825,"[1.3307531, 103.8943825]",4.0
10028,Kia Huat Fruit Shop,Kia Huat Fruit Shop - Ubi Ave 1 ,1.33002586987712,103.900995405582,"[1.33002586987712, 103.900995405582]",
10029,Pepper Lunch,Pepper Lunch - Ang Mo Kio Ave 3,1.3692015,103.8478312,"[1.3692015, 103.8478312]",4.5
10030,Boost Juice Bars,Boost Juice Bars - Amk Hub,1.3692578232299295,103.84813512053744,"[1.3692578232299295, 103.84813512053744]",4.6
10031,Fragrance,Fragrance - AMK Hub #B2-20,1.3692450765247912,103.84867732491573,"[1.3692450765247912, 103.84867732491573]",4.5
10032,Morning Catch Seafood,Morning Catch Seafood - Morningstar Centre,1.3424306,103.8855016,"[1.3424306, 103.8855016]",
10033,ToddlerFinest,ToddlerFinest - Sims Drive,1.3181066166666666,103.88090220833334,"[1.3181066166666666, 103.88090220833334]",5.0
10034,Lai Bao Fish Head Steamboat,Lai Bao Fish Head Steamboat - Lorong 1 Toa Payoh,1.3315710145106507,103.8433851,"[1.3315710145106507, 103.8433851]",4.2
10035,Mr Bean,Mr Bean - Changi General Hospital,1.3406975,103.9492714120434,"[1.3406975, 103.9492714120434]",4.4
10036,Fish Soup,Fish Soup - Changi City Point,1.334293,103.96302257828788,"[1.334293, 103.96302257828788]",4.3
10037,Universal Homeware Centre,Universal Homeware Centre - Tampines Street 11,1.3454874,103.9458471,"[1.3454874, 103.9458471]",
10038,Pick & Go,Pick & Go - SUTD,1.3417504,103.9644857,"[1.3417504, 103.9644857]",
10039,San Pin Pao Fan,San Pin Pao Fan - Tampines Mart,1.35393922,103.959877,"[1.35393922, 103.959877]",4.2
10040,Kin Kin Pepper Rice,Kin Kin Pepper Rice - Tampines Mart,1.354359,103.960104,"[1.354359, 103.960104]",-1.0
10041,Minister Of Fried Rice,Minister Of Fried Rice - Tampines Street 21,1.3528241,103.9536004,"[1.3528241, 103.9536004]",
10042,Osk Seafood,Osk Seafood - Tampines St 22,1.3520483,103.9518476,"[1.3520483, 103.9518476]",3.5
10043,Hougang Six Miles Stone Fried Hokkien Mee,Hougang Six Miles Stone Fried Hokkien Mee - Tampines Street 11,1.34622903896341,103.94435526789,"[1.34622903896341, 103.94435526789]",
10044,Herethaifood,Herethaifood - Tampines Street 21,1.35268675,103.9528254375,"[1.35268675, 103.9528254375]",4.5
10045,85 Redhill Teochew Fishball Noodles,85 Redhill Teochew Fishball Noodles - Eastpoint Mall,1.3426357,103.9529912,"[1.3426357, 103.9529912]",4.4
10046,Sri Lakshmi Narayana Restaurant,Sri Lakshmi Narayana Restaurant - Tampines Street 91,1.3484962339856117,103.93975496666668,"[1.3484962339856117, 103.93975496666668]",4.4
10047,J.CO,J.CO - Tampines Mall,1.3521682817235074,103.94503152209056,"[1.3521682817235074, 103.94503152209056]",4.7
10048,Woobbee,Woobbee - Singapore Expo,1.333377,103.959516,"[1.333377, 103.959516]",
10049,BBQ Express,Bbq Express - Tampiness Mall,1.352365945342993,103.94500453564356,"[1.352365945342993, 103.94500453564356]",3.8
10050,Ajisen & Osaka Ohsho,Ajisen & Osaka Ohsho - Tampines Mall,1.3523520045454545,103.944856675,"[1.3523520045454545, 103.944856675]",4.1
10051,Tubby Belly Rice Bowls,Tubby Belly Rice Bowls - Tampines Mall,1.3525985,103.94486099,"[1.3525985, 103.94486099]",4.3
10052,TwoHana,TwoHana - Changi City Point,1.3343832,103.9629139,"[1.3343832, 103.9629139]",
10053,Wildfleur,Wildfleur - Vertex,1.33215313319938,103.894422215959,"[1.33215313319938, 103.894422215959]",5.0
10054,Hill Street Coffee Shop,Hill Street Coffee Shop - Tampines Mart,1.35393922,103.959877,"[1.35393922, 103.959877]",4.5
10055,Xiang Piaopiao Mala Hotpot,Xiang Piaopiao Mala Hotpot - Tampines Mall,1.3528130333333332,103.94482778636365,"[1.3528130333333332, 103.94482778636365]",5.0
10056,The Original Katong Laksa Since 1950s,The Original Katong Laksa Since 1950s - Quemoy Building,1.3451915587471888,103.88152265317518,"[1.3451915587471888, 103.88152265317518]",4.3
10057,Saturday,Saturday - Aspial One,1.3337321,103.8973295,"[1.3337321, 103.8973295]",4.3
10058,Bedok Corner Hokkien Fried Squid Prawn Mee,Bedok Corner Hokkien Fried Squid Prawn Mee - Alkaff Crescent,1.3372497155692995,103.87295875460175,"[1.3372497155692995, 103.87295875460175]",4.1
10059,O Bread,O Bread - Ubi Ave 1,1.330707792916672,103.9013949,"[1.330707792916672, 103.9013949]",4.8
10060,Meng Kee Fried Oyster and Satay Bee Hoon,Meng Kee Fried Oyster and Satay Bee Hoon - Sennett Estate,1.328943297138319,103.8697774,"[1.328943297138319, 103.8697774]",4.5
10061,Ser Seng Herbs Restaurant,Ser Seng Herbs Restaurant - Sennett Estate,1.3286024,103.8696959,"[1.3286024, 103.8696959]",4.0
10062,Every,Every - The Poiz Centre,1.3315184,103.8683447,"[1.3315184, 103.8683447]",4.5
10063,Carvers X,Carvers X - Aljunied,1.31782332,103.881507325,"[1.31782332, 103.881507325]",3.1
10064,Thye Guan Fragrant Hot Pot,Thye Guan Fragrant Hot Pot - Lorong Ah Soo,1.35054829752587,103.886446719845,"[1.35054829752587, 103.886446719845]",5.0
10065,Hai Teng Wanton Noodles,Hai Teng Wanton Noodles - Ubi Ave 1,1.3306095535448437,103.90205025682587,"[1.3306095535448437, 103.90205025682587]",3.9
10066,All To Gather,All To Gather - Lorong 23 Geylang,1.31709634379506,103.881195673591,"[1.31709634379506, 103.881195673591]",1.4
10067,Mr Bean,Mr Bean - Poiz Centre,1.3313615,103.8684829,"[1.3313615, 103.8684829]",4.3
10068,Seafood @ Ubi,Seafood @ Ubi -  Ubi Avenue 1,1.3305745,103.9019910805895,"[1.3305745, 103.9019910805895]",3.7
10069,Xiao La Jiao Mala Hotpot,Xiao La Jiao Mala Hotpot - Enterprise One,1.3323745,103.902485,"[1.3323745, 103.902485]",3.6
10070,Chindamani Indian Restaurant,Chindamani Indian Restaurant - Hougang Ave 1,1.35395,103.88693,"[1.35395, 103.88693]",5.0
10071,Annabella Patisserie Macarons,Annabella Patisserie Macarons - Tampines Mart,1.3542461217883073,103.9599500747301,"[1.3542461217883073, 103.9599500747301]",3.3
10072,Denzy Gelato,Denzy Gelato - Tee Yih Jia Food Building,1.33520691111562,103.88480264418,"[1.33520691111562, 103.88480264418]",
10073,Hanguk Kitchen,Hanguk Kitchen - Tampines Mart,1.354359,103.960104,"[1.354359, 103.960104]",4.0
10074,SpeakCheesy,SpeakCheesy - Yan Xian Building,1.33497,103.88423,"[1.33497, 103.88423]",
10075,Chuan Wei Mala Hot Pot,Chuan Wei Mala Hot Pot - Tampines Street 21,1.3527875,103.9536434,"[1.3527875, 103.9536434]",3.7
10076,Kushi,Kushi - Macpherson Road,1.3324676666666666,103.8842753,"[1.3324676666666666, 103.8842753]",3.8
10077,Mj Roasted Delights,Mj Roasted Delights - Enterprise One,1.3323734,103.90242737655224,"[1.3323734, 103.90242737655224]",4.2
10078,Sushi Takeout,Sushi Takeout - Tampines MRT Station,1.35323751054442,103.9447975,"[1.35323751054442, 103.9447975]",4.6
10079,Each A Cup,Each A Cup - Ubi Ave 1,1.3301055,103.9018339,"[1.3301055, 103.9018339]",4.6
10080,The Red Lantern,The Red Lantern - Tai Seng Centre,1.335499,103.886761,"[1.335499, 103.886761]",
10081,Fish & Co.,Fish & Co. - Tampines Mart,1.3546609802371137,103.96063381,"[1.3546609802371137, 103.96063381]",4.5
10082,Gerill Bab,Gerill Bab - Century Square,1.352551981310913,103.9439060612022,"[1.352551981310913, 103.9439060612022]",4.4
10083,Rojak 水果罗惹,Rojak 水果罗惹 - Macpherson View,1.33163538390612,103.885850167324,"[1.33163538390612, 103.885850167324]",4.0
10084,Boon Tong Kee,Boon Tong Kee - Century Square,1.352587725,103.94392186,"[1.352587725, 103.94392186]",4.3
10085,3 Meals A Day Seafood,3 Meals A Day Seafood - Tampines Street 21,1.35307145,103.9536845,"[1.35307145, 103.9536845]",5.0
10086,The Good Boys Cafe,The Good Boys Cafe - Irving Place,1.336015644791959,103.8862792,"[1.336015644791959, 103.8862792]",4.5
10087,Ding Ji,Ding Ji - Bedok Reservoir Road,1.3314911,103.91028455977612,"[1.3314911, 103.91028455977612]",3.5
10088,Shuang Y Y Hot Pot,Shuang Y Y Hot Pot - Ang Mo Kio Central,1.371239,103.84795063562804,"[1.371239, 103.84795063562804]",3.5
10089,One Party Store,One Party Store - Premier @ Kaki Bukit ,1.3387322703464,103.906322114944,"[1.3387322703464, 103.906322114944]",5.0
10090,Watsons,Watsons - Pioneer Mall,1.3420221,103.69713079959652,"[1.3420221, 103.69713079959652]",5.0
10091,Joyful Cup,Joyful Cup - The Commerze@Irving,1.3360725,103.8866496,"[1.3360725, 103.8866496]",5.0
10092,Seorae Korean Charcoal BBQ,Seorae Korean Charcoal BBQ - Tampines Mall,1.352151398,103.9449274,"[1.352151398, 103.9449274]",4.1
10093,The Grumpy Bear,The Grumpy Bear,1.3548716,103.8309173,"[1.3548716, 103.8309173]",3.7
10094,Tampines Mall (Mart Mix & Match) - Beta,Mix & Match Malls (Mart) - Tampines,1.3522683,103.94481839147558,"[1.3522683, 103.94481839147558]",4.7
10095,LU,LU - Tai Seng Point,1.3361587,103.8873502,"[1.3361587, 103.8873502]",3.0
10096,MOS Burger,MOS Burger - Tai Seng Street,1.3361077,103.888534,"[1.3361077, 103.888534]",4.3
10097,Odore,Odore - Midview City,1.35806,103.83308,"[1.35806, 103.83308]",
10098,Wakodo,Wakodo - Asiawide Industrial Building,1.337357,103.886268,"[1.337357, 103.886268]",
10099,Canadian Pizza,Canadian Pizza - Bedok Reservoir Road,1.3380383500000002,103.92158166666668,"[1.3380383500000002, 103.92158166666668]",4.4
10100,First Class Pao Fan - 一極棒泡饭,First Class Pao Fan - 一極棒泡饭 - Sin Ming Road,1.35395748102872,103.835715199796,"[1.35395748102872, 103.835715199796]",3.5
10101,Bakery Degree,Bakery Degree - Bedok Reservoir Road,1.33760284,103.9222389,"[1.33760284, 103.9222389]",3.8
10102,Apoze,Apoze  - Upper Paya Lebar Road,1.3378686737281622,103.8867421,"[1.3378686737281622, 103.8867421]",3.9
10103,You Cheng Fishball Noodle,You Cheng Fishball Noodle - Sin Ming Road,1.35405831,103.8357644,"[1.35405831, 103.8357644]",4.3
10104,Zen Zhong Ban Mian and Fish Soup,Zen Zhong Ban Mian and Fish Soup - Bedok Reservoir,1.33780555,103.9226306,"[1.33780555, 103.9226306]",3.7
10105,Huggs,Huggs - Tai Seng Street,1.3361236339949816,103.88897235771094,"[1.3361236339949816, 103.88897235771094]",4.6
10106,Rong Cheng Bak Kut Teh,Rong Cheng Bak Kut Teh - Midview City,1.359277360010239,103.83405269325158,"[1.359277360010239, 103.83405269325158]",4.2
10107,Horiginal Beef Noodle,Horiginal Beef Noodle - Bedok Reservoir Road,1.3378073,103.9227467,"[1.3378073, 103.9227467]",3.7
10108,The Beauty Story,The Beauty Story - West Ridges @ Bukit Batok,1.35559341715519,103.737118247972,"[1.35559341715519, 103.737118247972]",
10109,Shan Cheng Ipoh Delicacies,Shan Cheng Ipoh Delicacies - Midview City,1.3595887233668027,103.8341809,"[1.3595887233668027, 103.8341809]",4.4
10110,G7 Liang Kee,G7 Liang Kee - Macpherson Road,1.3324314738687375,103.8850639019077,"[1.3324314738687375, 103.8850639019077]",4.5
10111,Bee Cheng Hiang,Bee Cheng Hiang - Tampines Mall,1.3522035,103.94460871,"[1.3522035, 103.94460871]",4.7
10112,Toast Box,Toast Box - Breadtalk IHQ,1.3341388,103.8896552,"[1.3341388, 103.8896552]",4.1
10113,Hong Man Tian Roasted,Hong Man Tian Roasted - Jurong West Central 1,1.3444242,103.70644,"[1.3444242, 103.70644]",
10114,Aroma Biryani,Aroma Biryani - Shunfu Mart,1.3521315,103.83719921068344,"[1.3521315, 103.83719921068344]",5.0
10115,Mr Bean,Mr Bean - Tampines MRT,1.3534466,103.9452927,"[1.3534466, 103.9452927]",4.4
10116,Tong Seng Wanton Noodle,Tong Seng Wanton Noodle - Upper Paya Lebar Road,1.3386183333333332,103.8863511,"[1.3386183333333332, 103.8863511]",3.4
10117,Simple Food Vegetarian,Simple Food Vegetarian - Jean Yip Building,1.3335067,103.90364368931388,"[1.3335067, 103.90364368931388]",4.3
10118,Kimly Dim Sum,Kimly Dim Sum - Boon Lay Shopping Centre,1.34695326214101,103.7121371,"[1.34695326214101, 103.7121371]",4.3
10119,Ji De Lai Hainanese Chicken Rice,Ji De Lai Hainanese Chicken Rice - Sin Ming Ville,1.35688268,103.8388365,"[1.35688268, 103.8388365]",3.9
10120,Veheart Cafe,Veheart Cafe - Le Quest,1.3561438,103.74045451626318,"[1.3561438, 103.74045451626318]",4.6
10121,Zheng Ji Ya Fan,Zheng Ji Ya Fan - Sin Ming Road,1.35766,103.8394016818182,"[1.35766, 103.8394016818182]",4.0
10122,Foodloft,Foodloft - Eunos Technolink Foodloft,1.33469935558097,103.901502878996,"[1.33469935558097, 103.901502878996]",5.0
10123,Jing House,Jing House - Tampines One,1.353733,103.945369,"[1.353733, 103.945369]",
10124,Hong Kong Street Hao ji,Hong Kong Street Hao Ji - Sin Ming Drive,1.3612559,103.8382995,"[1.3612559, 103.8382995]",4.1
10125,Bravo,Bravo - Le Quest,1.35605467992492,103.741591774252,"[1.35605467992492, 103.741591774252]",5.0
10126,Ji De Chi Dessert,Ji De Chi Dessert 记得吃甜品 -  Century Square,1.35251976,103.9439312,"[1.35251976, 103.9439312]",4.3
10127,Mufiz Restaurant,Mufiz Restaurant - Bedok Reservoir,1.3314841,103.9090625,"[1.3314841, 103.9090625]",3.5
10128,Mr Bean,Mr Bean - Lakeside MRT,1.3441792,103.7208814,"[1.3441792, 103.7208814]",4.3
10129,Organic7days,Organic7days - Oxley Bizhub 1 [Islandwide Delivery],1.3319491,103.88991975,"[1.3319491, 103.88991975]",5.0
10130,Green Signature,Green Signature - Century Square,1.3524668,103.94380466,"[1.3524668, 103.94380466]",4.2
10131,Bento King,Bento King - Le Quest,1.3552323,103.7412948542956,"[1.3552323, 103.7412948542956]",4.6
10132,Railway Beverage,Railway Beverage - Techview,1.335651,103.9095738,"[1.335651, 103.9095738]",
10133,Men,Men-Ichi Ramen - Tampines One,1.3538321630266972,103.94517765757487,"[1.3538321630266972, 103.94517765757487]",4.3
10134,Fried Wanton Noodle,Fried Wanton Noodle,1.336371,103.911003,"[1.336371, 103.911003]",
10135,Leepopo,Leepopo - Le Quest,1.35605467992492,103.741591774252,"[1.35605467992492, 103.741591774252]",4.2
10136,Moonzen,Moonzen - Ubi Road,1.33213695,103.8905062,"[1.33213695, 103.8905062]",5.0
10137,Hong Kong Egglet,Hong Kong Egglet - Tampines 1,1.3538666589383013,103.94509242657494,"[1.3538666589383013, 103.94509242657494]",4.1
10138,Wang Economy Rice,Wang Economy Rice - Bukit Batok West Ave 6,1.3531191,103.7433632,"[1.3531191, 103.7433632]",3.7
10139,Nine Tales Tea,Nine Tales Tea - Ubi Avenue 1,1.326749492272146,103.90114395473977,"[1.326749492272146, 103.90114395473977]",
10140,K-Licious,K-Licious - Changi City Point,1.3347195,103.9622197,"[1.3347195, 103.9622197]",
10141,Ding Ji,Ding Ji - Jurong West Street 41,1.3501496493656615,103.72381306890264,"[1.3501496493656615, 103.72381306890264]",4.3
10142,Ana Hana Flower & Gifts,Ana Hana Flower & Gifts - Ubi Road,1.3325565,103.8908438,"[1.3325565, 103.8908438]",5.0
10143,Juk Story,Juk Story - Halcyon 2,1.3501816666666668,103.84122,"[1.3501816666666668, 103.84122]",4.4
10144,Hup Hup Mee Siam,Hup Hup Mee Siam - Circuit Road Hawker Centre,1.327665,103.8872731,"[1.327665, 103.8872731]",4.3
10145,Greenies,Greenies - Tai Seng Ave,1.338186,103.890388,"[1.338186, 103.890388]",
10146,K-Licious,K-Licious - Halcyon 2,1.3502619,103.8412699,"[1.3502619, 103.8412699]",4.0
10147,Thunderbolt Tea By Boon Lay Traditional Hakka Lui Cha,Thunderbolt Tea By Boon Lay Traditional Hakka Lui Cha - UB One,1.3333905143374358,103.8923751,"[1.3333905143374358, 103.8923751]",4.8
10148,Vintage Wine,Vintage Wine - APS Industrial Building,1.3513117,103.84218,"[1.3513117, 103.84218]",5.0
10149,Noorul Fatimah,Noorul Fatimah - Tai Seng Ave,1.33853073,103.89139572457312,"[1.33853073, 103.89139572457312]",3.7
10150,Kopi Korner,Kopi Korner - Changi City Point,1.334585669398348,103.96264375391348,"[1.334585669398348, 103.96264375391348]",3.6
10151,Hua Zai Roasted Duck,Hua Zai Roasted Duck - Bedok Reservoir Road,1.333645325,103.91509926561388,"[1.333645325, 103.91509926561388]",4.1
10152,Red Lantern Seafood,Red Lantern Seafood - Bukit Batok West Ave 2,1.3619816,103.7454133,"[1.3619816, 103.7454133]",4.3
10153,Station Food,Station Food - Nanyang Technological University,1.351523,103.843253,"[1.351523, 103.843253]",
10154,13 Honey,13 Honey - Kampong Ubi Industrial Estate,1.330541,103.89285041411868,"[1.330541, 103.89285041411868]",5.0
10155,Xinyu Korean Cuisine,Xinyu Korean Cuisine - Changi City Point,1.334306301646039,103.96306,"[1.334306301646039, 103.96306]",4.2
10156,HiMart,HiMart - Bedok Reservoir Road,1.337131,103.919678,"[1.337131, 103.919678]",
10157,Mixed Veg. Rice,Kimly Mixed Rice - Ubi Ave 3,1.3321828,103.8935827095238,"[1.3321828, 103.8935827095238]",4.9
10158,Mixed Veg. Rice,Kimly Mixed Rice - Bishan Street 24,1.3574199,103.84425626,"[1.3574199, 103.84425626]",4.0
10159,Lao Xiong Kee,Lao Xiong Kee - Bedok Reservoir Road,1.33676052,103.92055856666666,"[1.33676052, 103.92055856666666]",3.4
10160,Kumpulan Your One Stop Office Supplier,Kumpulan Your One Stop Office Supplier - Changi North Rise,1.3491893,103.9690148,"[1.3491893, 103.9690148]",
10161,Al-Madina,Al-Madina - Bukit Batok West Ave 4,1.3634823,103.7464476,"[1.3634823, 103.7464476]",4.4
10162,Fishball Story,Fishball Story - Balam Gardens,1.3287891399621117,103.88556122,"[1.3287891399621117, 103.88556122]",4.4
10163,Jian Bo Tiong Bahru Shui Kueh,Jian Bo Tiong Bahru Shui Kueh - Bishan Street 24,1.35742391126224,103.844465305557,"[1.35742391126224, 103.844465305557]",
